0.024383,0.087829,0.2053,0.1349,0.049293,0.05431,0.057338,0.03927,0.049676,0.015919,0,0.011807,0.0094402,0.003935,0.0089442,0.01409,0.0057081,0.017422,0.014769,0.019917,0.014952,0.018112,0.072144,0.025686,0.0055932,0.014974,0.0067198,0.0017631,0.015807,0
0.10781,0.26883,0.29411,0.062215,0.055471,0.035561,0.019128,0.0089203,0.013431,0.011588,0.0041678,0.0092217,0.034851,0.021769,0.014826,0.0026892,0.0077805,0.011144,0,0.0079642,0,0.0032889,0.0022467,0,0.0011862,0.00083675,0,0,0.00047786,0.00048434
0.067366,0.016944,0.019195,0.0063355,0.013198,0.011505,0.064463,0.38334,0.20012,0.07697,0.012272,0.002819,0.0025142,0,0.010765,0,0,0.0011607,0.016003,0,0.0042325,0,0.00088026,0.0041644,0.011157,0.0059304,0.0010103,0.0083204,0.011275,0.048064
0.030233,0.0013354,0.015026,0.081117,0.011575,0,0.0073055,0.02712,0.15725,0.081789,0.16181,0.028174,0.13497,0.088612,0.08067,0.022841,0.023476,0.031424,0,0.0020438,0.0014163,0,0,0,0.004938,0,0.0023265,0.0021905,0.0014224,0.00093199
0.00038789,0.0076925,0.037904,0.079543,0.090003,0.085549,0.013038,0.047454,0.013394,0.0035854,0.019291,0.00087315,0.030193,0.12965,0.018026,0.0069539,0.023307,0.015657,0.064835,0.0086448,0.018029,0.025772,0.032861,0.01283,0.066249,0.058812,0.018805,0.035986,0.011155,0.023517
0,0.011323,0,0,0.013173,0.025927,0.0047317,0,0.0017796,0,0,9.4058e-05,0.0059859,0.013182,0.01149,0.022913,0.013824,0,0.0029932,0.00068815,0,0.024394,0.1145,0.02537,0.014336,0.035769,0.021278,0.056891,0.20988,0.36947
0,0.011652,0,0,0.021988,0.0027862,0.0032063,0.020539,0.011741,0.00035502,0,0.0037777,0.0099006,0.00094249,0.007387,0.0052878,0.00073825,0.0096852,0.00096209,0.0040187,0.0036849,0.0060036,0.009401,0.009403,0.041471,0.1107,0.22745,0.31443,0.053886,0.10861
0.0080423,0.015486,0,0,0,0.006875,0.0014706,0.04466,0,0,0.0057314,0.0098193,0.02657,0.0096801,0.0011483,0.0073373,0.024751,0.042808,0.035579,0.028041,0.013292,0.018297,0.035322,0.10006,0.047314,0.10902,0.18345,0.15576,0.059376,0.010107
0,0,0.0074504,0,0,0,0,0.00054542,0,0,0.0030417,0,0.00072979,0.0095629,0.0035481,0.0028467,0.0043353,0.0090692,0.017591,0.011247,0,0.0088037,0.011026,0.017545,0.011146,0.01116,0.01791,0.10351,0.66135,0.087575
0,0,0.0058666,0.0019293,0,0.004607,0.003064,0.0045441,0.0037066,0.004186,0.011218,0.01133,0.0041704,0.028732,0.015214,0.023946,0.039728,0.016395,0.029813,0.020322,0.016097,0.031456,0.019085,0.027278,0.054479,0.16404,0.33857,0.060958,0.011029,0.048236
0.014053,0,0.033552,0.0035182,0.0096728,0,0,0,0.0054419,0,0,0.01734,0.02653,0.021965,0.01818,0.0083581,0,0.014135,0.0036693,0.014817,0.021968,0.010194,0.0074942,0.018961,0.0063444,0.024259,0.083251,0.11141,0.48937,0.035517
0,0.0042089,0.0061192,0,0.0030439,0.0066751,0.00033832,0.007973,0.0017351,0.029331,0.037976,0.0043553,0.010256,0.062276,0.10829,0.024499,0.14541,0.033744,0.036241,0.090517,0.12379,0.055099,0.052228,0.030556,0.037908,0.027454,0.02844,0.021885,0.009649,0
0,0.0019863,0,0,0.013455,0.021838,0,0,0.00077441,0.0397,0.00075567,0,0,0.0068429,0.018066,0.012582,0.0068125,0.012737,0,0,0.0013706,0,0.01122,0.1202,0.23412,0.38743,0.087237,0.014303,0.0012924,0.00727
0.085333,0.0070631,0.021818,0.022678,0.040693,0.022571,0.19138,0.1268,0.05729,0.17265,0.031212,0.0079034,0.023978,0.0093237,0.014825,0.017023,0.034247,0.018437,0.012453,0.015078,0.016803,0.010483,0.022413,0,0.0058956,0.0096866,0,0,0.0012925,0.00066256
0.11105,0.16514,0.04103,0.0093524,0.09449,0.018536,0.0011126,0.0034386,0.0039061,0.0039455,0.025551,0.10351,0.0026667,0.0019272,0.0082646,0.011948,0.085726,0.0032494,0.0018648,0.0043422,0.0039796,0.00073667,0.0053351,0.015603,0.015849,0.023111,0.049719,0.057903,0.083627,0.043091
0.12536,0.053414,0.027252,0.056905,0.00099732,0.0066673,0.032484,0.036214,0.11919,0.086748,0.042427,0.060874,0.034402,0.06584,0.11175,0.0081862,0.014813,0.047853,0.010653,0.027905,0,0.011879,0.015091,0.003094,0,0,0,0,0,0
0.038968,0.023245,0.054188,0.050684,0.098814,0.051524,0.024693,0.0039886,0.0013055,0.0025794,0.013402,0.042242,0.071,0.091584,0.045321,0.0065569,0.015565,0.073505,0.00661,0.002153,0.0085211,0.015225,0.035421,0.061878,0.0089391,0.0063299,0.0037302,0.064195,0.019092,0.058741
0.0026192,0.0076198,0,0.00086386,0,0.016809,0,0.0055034,0,0.00056752,0.0069826,0.0019153,0.0175,0.048876,0.099988,0.078951,0.048233,0.040413,0.035952,0.11927,0.14505,0.16673,0.071452,0.0062392,0.011394,0.041853,0.0071446,0.0038301,0.0075473,0.0066985
0,0.0087837,0.0086185,0.020219,0.054094,0.043261,0.039415,0.029562,0.0066756,0.031598,0.0036318,0.033826,0.012645,0.017437,0.064185,0.040734,0.037895,0.044801,0.072667,0.077268,0.040905,0.042625,0.009999,0.039453,0.099509,0.04383,0.017817,0.024851,0.010638,0.023057
0.0013988,0.0012186,0.0025306,0.012213,0.0093237,0.0049015,0.005322,0.0022351,0.0036924,0.0046133,0.0038653,0.0024764,0.0017255,0.0047168,0.013614,0.0083054,0.0044012,0.0045115,0.019285,0.013445,0.016639,0.01952,0.036359,0.13203,0.26542,0.12776,0.097237,0.12249,0,0.058752
0.0030189,0,0.0036798,0.017326,0.034695,0.043801,0.041987,0.015617,0.00443,0.0063524,0.016877,0.0095677,0.0067014,0.02521,0.072567,0.015584,0.041012,0.1109,0.061262,0.055411,0.05269,0.04142,0.020654,0.029484,0.040076,0.087355,0.048266,0.029741,0.035061,0.029249
