0.2422,0.30366,0.10536,0.073702,0.068679,0.051961,0.035811,0.03959,0.038285,0.040751
0.26985,0.085883,0.042855,0.040777,0.048583,0.053536,0.051018,0.055524,0.10746,0.24451
0.11256,0.1079,0.085117,0.065672,0.066143,0.076076,0.077337,0.11332,0.16991,0.12597
0.058607,0.10911,0.38163,0.13606,0.10222,0.066151,0.037981,0.036195,0.032462,0.039585
0.010764,0.011631,0.0092784,0.0084643,0.013164,0.023258,0.027272,0.10905,0.68074,0.10638
0.056514,0.062563,0.077638,0.10654,0.12797,0.14374,0.22656,0.097542,0.054693,0.046226
0.38256,0.16187,0.10456,0.084396,0.080364,0.055078,0.035077,0.028852,0.032828,0.03441
0.030416,0.033747,0.087266,0.36111,0.29028,0.088531,0.038139,0.02287,0.021973,0.025668
0.020687,0.013891,0.014346,0.015306,0.022578,0.031393,0.032342,0.062018,0.15469,0.63275
0.0067058,0.0043795,0.0059029,0.0060869,0.011757,0.012084,0.012473,0.021175,0.082568,0.83687
0.053923,0.062806,0.089442,0.13045,0.13456,0.11191,0.092322,0.1097,0.10895,0.10594
0.85944,0.063182,0.018193,0.012017,0.015679,0.010552,0.0060993,0.0052673,0.0045723,0.0050014
0.028575,0.028659,0.10661,0.59787,0.11237,0.044747,0.020573,0.016787,0.015926,0.027885
0.081849,0.10481,0.11374,0.082519,0.083704,0.067029,0.054445,0.058246,0.097146,0.25651
0.014127,0.012585,0.012038,0.013353,0.019341,0.037901,0.12483,0.6247,0.10427,0.036857
0.057172,0.063317,0.072409,0.092534,0.13994,0.26392,0.12593,0.076272,0.056193,0.052317
0.04705,0.036826,0.035232,0.035599,0.050692,0.06143,0.065059,0.075712,0.14279,0.44961
0.031514,0.029321,0.034666,0.038796,0.051356,0.066976,0.085122,0.14424,0.22515,0.29285
0.10557,0.72991,0.085522,0.018369,0.014517,0.010073,0.0057344,0.012063,0.008689,0.00955
0.047332,0.056916,0.090384,0.2069,0.18078,0.17002,0.093319,0.060529,0.047683,0.046138
0.028414,0.027119,0.026402,0.025844,0.030676,0.046068,0.062853,0.13439,0.44183,0.1764
0.019554,0.018371,0.015167,0.025009,0.053675,0.11983,0.31385,0.32978,0.070748,0.034007
0.039984,0.035773,0.035784,0.0523,0.093497,0.15981,0.13604,0.099036,0.11645,0.23132
0.018981,0.019717,0.037401,0.12818,0.57271,0.12632,0.032625,0.020272,0.022943,0.020849
0.11595,0.2896,0.25316,0.13449,0.070755,0.042394,0.027045,0.025212,0.01867,0.022724
0.040254,0.044461,0.069325,0.13908,0.34044,0.16233,0.087974,0.048413,0.036122,0.031607
0.30833,0.49333,0.072167,0.030287,0.024767,0.022064,0.011868,0.011938,0.014978,0.010279
0.04019,0.039842,0.041549,0.056007,0.099204,0.16621,0.18346,0.18121,0.11626,0.076059
0.49019,0.31892,0.070582,0.034359,0.026955,0.017629,0.010654,0.011388,0.0088532,0.010472
0.093246,0.47977,0.17098,0.074716,0.054919,0.033848,0.024635,0.01964,0.022256,0.025998
0.24205,0.14771,0.2089,0.13215,0.083291,0.052494,0.032163,0.033391,0.029559,0.038287
0.014486,0.010969,0.011495,0.011322,0.019545,0.029117,0.03785,0.069875,0.35261,0.44273
0.023755,0.02378,0.028346,0.042102,0.11619,0.29469,0.30662,0.08319,0.048622,0.032708
0.016513,0.015011,0.017763,0.012073,0.025019,0.041568,0.086357,0.36832,0.33288,0.084499
0.68702,0.15892,0.045616,0.024381,0.026958,0.016411,0.0086097,0.0099086,0.0098956,0.012284
0.015545,0.022175,0.024586,0.044054,0.1199,0.51053,0.15045,0.050925,0.034517,0.02732
0.12551,0.12997,0.1084,0.14401,0.22756,0.10249,0.052392,0.040794,0.036078,0.032787
0.50716,0.093796,0.052179,0.04608,0.064208,0.062177,0.037465,0.043689,0.038332,0.054911
0.038475,0.040426,0.047862,0.057548,0.084372,0.10389,0.10602,0.14899,0.25676,0.11566
0.04128,0.04217,0.050778,0.083893,0.2302,0.16409,0.12418,0.10087,0.091032,0.071507
0.108,0.22724,0.10773,0.08134,0.099006,0.11353,0.077824,0.074404,0.059574,0.051364
0.057506,0.081176,0.14799,0.29841,0.12317,0.077406,0.067128,0.062692,0.045336,0.039185
0.02894,0.11026,0.62866,0.11929,0.044683,0.021121,0.010599,0.0095132,0.011128,0.01581
0.03082,0.033042,0.049888,0.085272,0.25902,0.33396,0.095405,0.048591,0.03487,0.029131
0.027652,0.083689,0.31917,0.34266,0.10968,0.042283,0.016881,0.016948,0.021551,0.019477
0.029927,0.03023,0.022647,0.026858,0.05028,0.11761,0.46766,0.13226,0.070026,0.052502
0.043726,0.041279,0.039844,0.047474,0.064934,0.086602,0.13571,0.30524,0.12949,0.10569
0.06911,0.34003,0.43795,0.060196,0.029401,0.021144,0.014597,0.0061884,0.0095571,0.011826
0.073407,0.11868,0.19965,0.12366,0.11859,0.11373,0.089028,0.06575,0.053129,0.044379
0.24022,0.1079,0.075581,0.089096,0.10898,0.10449,0.080786,0.071927,0.063638,0.057374
