0.017332,0.017801,0.019773,0.021941,0.016401,0.018041,0.024414,0.010153,0.0055671,0.0055652,0.005963,0.0080053,0.0053891,0.0065468,0.001138,0,0.00099243,0,0.0026316,0.0050228,0,0.0017216,0.0011241,0.0068459,0.00038533,0.00077798,0,0,0.0030388,0.0036398,0,0.003189,0.0022227,0.00041622,0.0035578,0.0061506,0.005345,0.013808,0.0017787,0.018664,0.0017115,0.0023082,0.0012468,0.008088,0.0010036,0.0074267,0.0012902,0.0027297,0,0.012977,0.00914,0.0024001,0.018459,0.025519,0.017399,0.005585,0.031605,0.0035128,0.01727,0.016887,0.016072,0.035363,0.027773,0.0076516,0.017931,0.0035682,0.02115,0.019208,0.013429,0.035907,0.01031,0.0039139,0.018787,0.011542,0.026539,0.010084,0.0047228,0.014315,0.016396,0.01637,0.050256,0.0038634,0.0079006,0.021903,0.021309,0.023122,0.02173,0.011993,0.035678,0.019313
0.0074471,0,0,0,0.0039334,0,0.0027269,0.0023319,0,0,0,0,0,0.0018996,0.0015082,0,0,0,0.0030178,0,0,0,0,0,0,0,0,0,0.0017349,0,0,0,0.00094642,0,0.0020894,0,0.0020478,0.00082305,0,0,0.00091262,0,0,0.0012326,0.011825,0.0025056,0.0012947,0.0046851,0.0053162,0.0042463,0.01168,0.010585,0.0089321,0.0088837,0.003648,0.0048118,0.0079569,0.014208,0.015978,0.014189,0.0095816,0.032471,0.019084,0.025314,0.057225,0.02589,0.044779,0.062897,0.05758,0.080097,0.043155,0.068711,0.04435,0.039377,0.030356,0.030096,0.012807,0.036152,0.042963,0.025664,0.010965,0,0,0,0,0.03386,0,0,0.0032306,0
0,0.0022242,0,0,0,0,0.016408,0,0,0,0,0,0.0085646,0.0069535,0.0064806,0.049527,0.088584,0.031915,0.028629,0.031873,0.025941,0.019038,0.01177,0.011553,0.028035,0.019433,0.020509,0.028029,0.050032,0.037066,0.026595,0.027631,0.014032,0.01296,0.015171,0.011058,0.011523,0.024281,0.024565,0.045951,0.036023,0.038708,0.039641,0.02758,0.043226,0.018506,0.0092346,0.0056199,0.010227,0.010849,0.0072734,0.0071903,0.0021937,0.00095512,0.00069226,0,0,0.0039645,0,0.0017851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22366,0.24726,0.10982,0.072689,0.044908,0.039046,0.078101,0.056329,0.054773,0.015404,0.010233,0.002856,0.0026308,0.0057541,0.00088726,0.0025356,0.001143,0.001616,0,0,0.00024222,0.0014337,0.0019503,0,0,0.0048838,0.0019914,0,0.00077054,0,0.0026321,0,0,0,0.0027177,0.0022724,0,0,0,0.001185,0.0018153,0.0023113,0,0.001495,0,0,0,0,0,0,0,0,0,0,0.00090369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037598,0,0,0,0,0,0,0,0,0,0
0.016831,0.0231,0.013587,0.039887,0.010152,0.0012499,0.0031424,0.0026115,0.0078453,0.0012346,0.0056692,0.0041567,0.0036175,0.0085248,0.0044814,0.0062046,0.012467,0.019309,0.014718,0.013277,0.0010772,0.010401,0.01644,0.0073505,0.0030964,0.035253,0,0.03231,0.024054,0.089484,0.05483,0.064584,0.0092319,0.041585,0.027489,0.018223,0.015089,0.0079007,0.027095,0.0095479,0.034847,0.0070487,0.023877,0.014866,0,0.023441,0.009259,0.010628,0.019836,0.011479,0.010018,0.015509,0.0094573,0.0095891,0,0.013846,0,0.01961,0,0,0,0.011632,0.0012168,0.017876,0,0,0.00086541,0,0,0,0.00067207,0,0,0,0,0.0062283,0.0065541,0,0,0,0,0.005216,0,0,0.0083285,0,0.00099097,0,0,0
0.00042366,0.017463,0.048531,0.0047989,0.10221,0.023274,0.012663,0.010987,0.0090088,0.0039753,0.005244,0.005485,0.0011861,0.0030673,0,0.0030009,0.018863,0.010738,0.01379,0.00334,0.014921,0.00062108,0.0025393,0.0011686,0.0042444,0.0081034,0.0010437,0.01854,0,0,0.0073659,0.0021646,0.0015989,0.0016173,0.0031226,0.016749,0.01093,0.038614,0.0090989,0.0070756,0.017285,0.0049264,0.0047395,0.0066845,0.0070261,0.00068699,0.0015972,0.0072777,0.0043729,0.0010939,0.0015626,0.0068604,0.014382,0,0.0065392,0,0,0.0037779,0.001524,0.010685,0,0.00087634,0,0.0076303,0.0057391,0.014553,0.0084454,0.0020037,0.0054021,0.026823,0.0038178,0.0015448,0,0.0039758,0.028201,0.0078798,0.012193,0.020367,0.024538,0.019425,0.062005,0.015482,0.034912,0.01687,0.02955,0.036841,0.013262,0.011211,0.013383,0.024483
0.0062926,0.0050322,0.0087713,0.018144,0.0060284,0.0036454,0.0017861,0.0010345,0.0086014,0.0011121,0.0038245,0.012454,0.0082136,0.0013966,0.013915,0.005289,0.0049928,0.0083198,0.0090636,0.024337,0.060952,0.020814,0.018135,0.014409,0.010427,0.0093515,0.011438,0.0012053,0.0023396,0,0.007265,0.0155,0.00028218,0.0019769,0.0092298,0.0074047,0.0064435,0.044201,0.0085241,0.0025093,0.0055389,0.0079461,0.023103,0.0018306,0,0.00059138,0.022398,0.042636,0.011366,0.022947,0.026386,0.011796,0.030098,0.021758,0.01605,0.012962,0.026477,0.014901,0.016231,0.0099645,0.01864,0.0019486,0.01244,0.010561,0.0019483,0.0092148,0.015103,0.031429,0.010144,0.0044288,0.00083402,0.0047978,0,0.0032751,0,0.003953,0.025121,0,0.020399,0.0013169,0.005778,0.011398,0.0088204,0.0043504,0,0,0.017056,0.0098572,0.0071678,0.030372
0,0,0.0012661,0.0016336,0.0009648,0,0,0.0039014,0,0.005681,0.0071919,0.012014,0.031008,0.010828,0.02196,0.019531,0.0089441,0.012996,0.020304,0.048091,0.038585,0.04693,0.041975,0.0083355,0.024215,0.022015,0.0033296,0.0084585,0.0053261,0.005581,0.0053357,0.0050874,0.0072713,0.012185,0.0066998,0.010227,0.001929,0.0047547,0.0078771,0.0005937,0.0045254,0.0067204,0.00063792,0.0086425,0.017974,0.0073251,0.010647,0.017456,0.0063124,0.012129,0.00055671,0.0084494,0.0041088,0.016623,0,0.012083,0.0029883,0.0078536,0.01386,0.0045465,0.0023919,0.010301,0.0066968,0.005037,0.01134,0.020998,0.016082,0.011172,0.0020491,0.01235,0.0039835,0.0080837,0.0018296,0.018308,0.016285,0.028505,0.021593,0.018961,0.00040349,0.0040465,0.0018959,0.017472,0.010792,0.01019,0.0095128,0.017171,0.021074,0.013343,0.023163,0.018507
0.09686,0.11072,0.13414,0.1112,0.071773,0.022566,0.0065328,0.083675,0.024726,0.034147,0.02129,0.011178,0.012778,0,0.0019728,0.0023946,0,0,0.0012096,0,0.0032714,0.00086571,0.00070041,0.00058658,0.0056355,0.0014129,0,0.0055409,0.0034519,0,0.00050043,0.0010231,0.00086659,0.0029779,0.023923,0.026319,0.013201,0.025683,0.01972,0.0078871,0.006864,0.0092874,0.0029209,0.010167,0.011162,0.0040231,0.012577,0,0.0013726,0.0032199,0.0016103,0.0034904,0,0.0032325,0.0015641,0,0.0056869,0.0029822,0.00050453,0,0,0.00033433,0,0,0,0.00039845,0.00087617,0,0.0018716,0.0066206,0.0019205,0.0031439,0,0,0,0.0097523,0,0,0,0,9.2756e-05,0,0,0,0,0,0.00014062,0.0034607,0,0
0.0029116,0.0034779,0,0.0095231,0.010842,0,0.0011955,0.0056746,0.0022941,0.0073748,0.0046508,0.007837,0.023003,0.040356,0.03293,0.019566,0.010401,0.019951,0.023978,0.043339,0.011002,0.0052341,0.0071849,0.0062904,0.0029352,0,0,0.0053174,0.0087993,0.011262,0.0079647,0.010512,0,0.008031,0.002152,0.002071,0,0.0017869,0,0.0024272,0.0039126,0.00021273,0.0083095,0.0069915,0.01012,0,0.0013846,0,0.002367,0.0010629,0.0095,0,0,0.0056482,0.001877,0.0029867,0.00026763,0.002708,0.0079594,0.0019848,0.0033187,0,0,0.00043654,0.0011343,0,0.012023,0.012549,0.010318,0.00096768,0.00089777,0.0074311,0.0078397,0.011426,0.0045902,0.0071216,0.023207,0.026363,0.026087,0.046557,0.074166,0.02622,0.029408,0.012815,0.0078075,0.022356,0.048403,0.055038,0.054797,0.037155
