0.013286,0.0050079,0.0095066,0.0075166,0,0.0052768,0,0.021435,0.031067,0.0086963,0.019376,0.029481,0.02516,0.027968,0.026323,0.021501,0.015034,0.012367,0.030528,0.013434,0.015815,0.016205,0.020133,0.012292,0.011905,0.015613,0.010756,0.030882,0.024006,0.029261,0.040064,0.037207,0.0085678,0.015544,0.031289,0.041807,0.017476,0.032796,0.062641,0.0349,0.034417,0.0048278,0,0.0092256,0.015074,0.0089855,0.019975,0.0064262,0.0034074,0.019949,0.003684,0.011895,0.0079858,0.0049461,0.0092658,0.0052275,0.0025835,0,0,0
0,0.018252,0.006513,0.0079833,0.001313,0.0018032,0.0041245,0.0048406,0.0050979,0.0010983,0.020389,0.024933,0.014396,0.021166,0.010536,0.031679,0.072999,0.017216,0.03737,0.040878,0.014544,0.023993,0.00024685,0.025909,0.028373,0.03563,0.022164,0.018958,0.034677,0.046079,0.087376,0.0081251,0.045293,0.020279,0.096035,0.0075082,0.00034997,0.014812,0.0058924,0.027388,0.011444,0.01301,0.001241,0,0.011368,0.0068502,0.0030561,0.0029079,0.0095331,0.0096984,0.0040403,0,0,0,0.0065379,0.0034277,0.0041097,0,0,0.0065554
0.003387,0.001019,0,0.0037786,0.005491,0.0057489,0,0.0043482,0,0,0.0061513,0.0031526,0.0056203,0.0026731,0.0031889,0.0036814,0.0070113,0.0096192,0.0097907,0.0031751,0.0070508,0.0061988,0.010036,0.019211,0.0012095,0.0088366,0.017368,0.041366,6.6046e-05,0.023851,0.038865,0.015154,0.0015107,0.026803,0.0048964,0.010062,0.070337,0.057028,0.054218,0.021947,0.034235,0.022611,0.014155,0.012106,0.0024245,0.013035,0.011787,0.017303,0.038183,0.01404,0.028439,0.026913,0.048497,0.014093,0.02892,0.013857,0.016264,0.061647,0.040727,0.026911
0,0.0064396,0.00056005,0,0.012352,0.00035664,0.0024783,0.0038103,0,0,0.0019453,0.0066911,0.0037899,0,0.0018766,0.0042819,0.0022004,0.01731,0.0016139,0.033653,0.0070106,0,0.021717,0.015227,0.014832,0.016357,0.022656,0.036727,0.052303,0.013255,0.014919,0.042804,0.0795,0.056236,0.0093326,0.089469,0.036437,0.076697,0.039981,0.033628,0.017418,0.019742,0.037525,0.0025058,0.020723,0.019656,0.018727,0.020191,0.0098521,0.0098901,0.0051365,0.0088888,0.0030504,0.0010051,0.00066473,0.0030637,0.0069511,0.0023127,0.0060196,0.0082303
0.03253,0.021167,0.050087,0.035643,0.017167,0.028861,0.020573,0.017416,0.018654,0.015945,0.041492,0.024388,0.045009,0.026214,0.037996,0.027612,0.0078506,0.01264,0.020981,0.021704,0.031555,0.029205,0.0062684,0.032286,0.0063975,0.0031306,0.010669,0.029861,0.015958,0.01349,0.018502,0.0010627,0.0024011,0,0.0050593,0,0.015592,0.02373,0.027237,0.018794,0.024995,0,0.0052244,0.0090626,0.0049215,0.0022706,0.0022478,0.0096273,0.0049897,0.028966,0,0.017741,0.0035265,0.017236,0,0.014904,0.022842,0.0045214,0.0057285,0.006066
0.038058,0.016951,0.029077,0,0.0045887,0.019951,0.01039,0.0047875,0.007787,0,0.011251,0.0074298,0.0013212,0.002285,0.0063094,0.0029154,0.013403,0.00044943,0.0079793,0.017592,0.023971,0.0074969,0.018749,0.010578,0.013846,0.026134,0.024049,0.036291,0.027989,0.017761,0.02782,0.02302,0.029037,0.01785,0.025387,0.011479,0.025837,0.044023,0.011425,0.0077943,0.0045433,0.032718,0.026736,0.034438,0.045446,0.0074894,0.013292,0.0034073,0.00282,0.022004,0.062938,0.0038028,0.028985,0.0061189,0.021291,0.0020995,0.010366,0.007206,0.012256,0.018979
0,0,0.0017084,0.0039405,0.0055624,0,0,0,0.0046156,0.0034684,0.0064528,0.0099215,0,0,0.0060002,0.0041006,0.0031649,0.010698,0.014438,0.027251,0.015125,0.0021491,0.010786,0.0088295,0.0074763,0.021198,0.015473,0.017344,0.018658,0.019911,0.043537,0.016833,0.014676,0.018141,0.011602,0.039764,0.030648,0.045866,0.042664,0.055597,0.091688,0.023235,0.024172,0.022778,0.041415,0.012876,0.014555,0.010521,0.0040867,0.016783,0.0096194,0.011513,0.016956,0.050905,0.0072208,0.019718,0.016626,0.011809,0.0059225,0.030002
0.0087912,0.018144,0.039763,0.013221,0.021464,0.022714,0.0040152,0.044831,0.0066358,0.047356,0.025263,0.0019898,0.025462,0.019419,0.0071677,0.0051382,0.0081632,0.011787,0.0068741,0.012488,0.021211,0.00090109,0.031233,0.020657,0.0056678,0.0051849,0.024424,0.013213,0.012926,0.0055896,0.020867,0.00093025,0.005528,0.014565,0.014509,0.024137,0.032782,0.040886,0.051793,0.05585,0.049747,0.068151,0.053737,0.025082,0.01395,0,0.0046798,0.0070235,0.0092716,0.0020992,0.005215,0.00087014,0.0041301,0,0.00081793,0.00080885,0.00087778,0,0,0
0.0098928,0.0032115,0.011898,0.0060594,0.0029257,0.0044293,0.010522,0.0048488,0.0040638,0.0087386,0,0.010957,0.0023388,0.0059988,0.003295,0.0035019,0.0046852,0.01038,0.014323,0.025911,0.039394,0.013745,0.035138,0.034199,0.037548,0.0081452,0.052578,0.022642,0.038609,0.016309,0.020203,0.016915,0.034634,0.015403,0.0046501,0.0054182,0.0069773,0.0052601,0.012949,0.0074347,0.012588,0.020466,0.02414,0.030581,0.025922,0.034829,0.034341,0.02729,0.025042,0.032879,0.049094,0.0058631,0.0094627,0.0035475,0.036846,0.0079128,0.01592,0.0034971,0.0090853,0.014559
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007657,0.0084695,0.00063928,0,0,0.0031074,0.00048957,0,0,0,0.0057797,0,0.0016738,0,0.0058852,0.0014903,0.0067148,0.0047015,0,0.00082698,0.0044359,0.0010444,0.0009391,0.012017,0.0078002,0.00073733,0.0014823,0.004519,0.0057809,0.0015919,0.012842,0.011637,0.013495,0.0073146,0.021099,0.022296,0.025921,0.027516,0.052324,0.058892,0.1143,0.078283,0.13393,0.16301,0.071549,0.072772,0.031931
0.0032639,0.0019021,0.0014412,0.0010608,0.005274,0.017132,0.0019807,0.0099794,0.029287,0.040905,0.014921,0.023131,0.035241,0.016093,0.022267,0.020159,0.0090303,0.029106,0.016679,0.0114,0.010063,0.013351,0.011047,0.0052535,0.0067915,0.010718,0.006299,0.010006,0.0026587,0.0016882,0.005252,0.0037751,0.0044298,0.027855,0.0023836,0.0053407,0.011239,0.0075809,0,0.0093138,0.0089748,0.012937,0.030156,0.0051056,0.041411,0.059194,0.025591,0.017103,0.0091179,0.051568,0.028051,0.030988,0.055077,0.04729,0.02847,0.024861,0.014314,0.006887,0.014084,0.023523
