0.0064474,0.0014083,0.026035,0.010106,0.01042,0.023312,0.0078647,0.019759,0.011947,0.045423,0.020976,0.041653,0.087853,0.062587,0.15524,0.093987,0.012565,0.024503,0.023412,0.027517,0.026729,0.028986,0.019426,0.028015,0.021639,0.024455,0.014054,0.054998,0.038214,0.030469
0.016502,0.015869,0.034888,0.021443,0.030691,0.028325,0.030746,0.02128,0.059322,0.030077,0.036229,0.066684,0.081896,0.039435,0.10088,0.10878,0.04944,0.071853,0.040243,0.032347,0.01479,0.0055281,0.0049312,0.0026801,0.0048783,0.016973,0.0081666,0.010763,0.0094666,0.0048952
0.012324,0.024364,0.0093863,0.0010998,0.023958,0.01464,0.02563,0.023208,0.028788,0.087002,0.050081,0.037172,0.066896,0.1137,0.10116,0.12654,0.051107,0.013817,0.047648,0.021618,0.0095752,0.02261,0.00065077,0.020648,0.0098023,0.0098108,0.0097032,0.0093941,0.02655,0.0011143
0.0055531,0,0.0055743,0.024116,0.035218,0.045284,0.036614,0.011551,0.047028,0.027911,0.032148,0.036649,0.054818,0.064483,0.063471,0.045333,0.080081,0.051034,0.04712,0.063945,0.047366,0.034158,0.028519,0.03024,0.02554,0.016415,0.018712,0.01139,0.0027644,0.0069654
0.019589,0.003524,0.0033106,0.0023038,0.00027586,0,0.0094136,0.0014196,0.042255,0.041896,0.010493,0.010246,0.024211,0.048939,0.080952,0.16931,0.21399,0.069977,0.060794,0.022637,0.033406,0.061779,0.031783,0.013125,0.0072367,0.0014333,0,0,0.010687,0.0050069
0.017366,0.019866,0.016348,0.038712,0.041503,0.019454,0.039039,0.018274,0.016182,0.02039,0.023168,0.023919,0.039041,0.032921,0.036844,0.013609,0.033179,0.026423,0.062771,0.027491,0.030875,0.056146,0.02486,0.036129,0.078917,0.078835,0.070858,0.020432,0.023087,0.013363
0.012907,0.019451,0.024558,0.024124,0.029586,0.017409,0.010789,0.021547,0.026931,0.054866,0.12506,0.10181,0.06615,0.028838,0.052576,0.022985,0.025245,0.026723,0.049696,0.059916,0.031262,0.0082262,0.039706,0.0084537,0.036016,0.039167,0.012787,0.0055904,0.009864,0.0077669
0.0076733,0.00094689,0.0014932,0.0055697,0.011197,0.0059068,0.017929,0.027355,0.037836,0.076219,0.050374,0.021107,0.063002,0.028011,0.012934,0.072961,0.050864,0.080829,0.054882,0.094907,0.034834,0.060869,0.026065,0.081937,0.021852,0.015679,0.0048746,0.014419,0.01082,0.0066553
0.045362,0.032496,0.057665,0.010895,0.01796,0.02458,0.00077884,0.034771,0.025378,0.046218,0.063839,0.02238,0.023512,0.072985,0.072799,0.021848,0.012278,0.027488,0.038837,0.059346,0.058247,0.047706,0.02525,0.032313,0.022843,0.035174,0.003487,0.043942,0.00068885,0.018932
0.017252,0.031052,0.034691,0.0090801,0.0026017,0.038638,0.012287,0.022447,0.025681,0.0072196,0.015692,0.010395,0.0095816,0.043531,0.0095233,0.05194,0.093409,0.10991,0.13233,0.049738,0.023424,0.035659,0.023039,0.027095,0.038159,0.030463,0.032851,0.022279,0.025127,0.014904
0.040077,0.12284,0.049977,0.067522,0.10242,0.12904,0.099424,0.047819,0.011055,0.010849,0.01019,0.0070188,0.04413,0.035358,0.019515,0.02223,0.013115,0.012558,0.014082,0.0053398,0.023773,0.014637,0.013388,0.0064908,0.012609,0.015542,0.010868,0.011207,0.014331,0.0126
0.050079,0.035059,0.10079,0.1178,0,0.0048342,0.011906,0.0046409,0.023085,0.074466,0.032901,0.012329,0.012935,0.035509,0.068022,0.048918,0.031757,0.12673,0.1132,0.051711,0.020804,0.011332,0.0046142,0.0019754,0,0,0.0046084,0,0,0
