-6.04889,-8.86794
-4.38104,5.35239
0.00219727,-2.68378
-4.05566,-8.80063
-0.124573,0.93222
-7.63806,-6.20906
-6.39478,-10.0486
1.8623,-3.19037
-7.05389,-7.99388
-0.973083,5.82532
22.303,-33.8394
-0.973328,5.82211
-6.27905,-10.857
1.599,-3.03421
-8.52472,-11.0782
10.9586,0.794583
-0.124573,0.932129
5.9151,-5.26424
-6.62506,-5.16655
-0.240295,3.92712
-4.31366,6.0955
-8.52472,-11.0782
-4.23529,5.27474
-7.31183,-10.8677
-7.25177,-8.5948
-7.63776,-6.20908
-4.05334,-2.79056
-7.18677,-4.57372
-6.35956,-9.65027
-5.53058,-11.8793
-5.56036,-5.53052
-9.9079,-17.3373
-4.2309,-5.7178
-4.57141,-8.17845
0.970947,5.13931
-6.34549,-18.761
-5.21783,6.78555
3.97772,11.2747
-6.10098,-17.6057
-4.47791,5.05908
4.97278,13.4847
8.64526,0.288731
-5.1283,4.72603
-3.68719,24.4583
-1.72369,-0.783829
-4.05057,-13.8174
-13.0807,-8.50558
0.306152,1.62538
3.6828,11.4156
0.48468,4.29916
0.860535,3.71759
9.4472,0.898256
2.94672,12.7532
-3.64496,24.9043
-8.93604,-9.7739
5.85931,-0.491573
-7.75195,-18.5425
0.751343,-8.87175
-1.83356,-0.931778
-0.132996,0.596741
-9.32275,12.7176
-4.76715,5.30227
3.9491,12.4595
-2.62555,-1.57687
26.7382,-33.0317
-5.57965,4.57144
-4.14975,6.35339
37.4098,18.7245
3.97772,11.2751
-3.94153,5.46713
-7.87451,-10.9915
-5.92737,-7.57961
-3.21564,-12.6498
-5.38071,7.17244
-4.51514,7.04887
1.13458,0.618073
-7.63721,-6.20122
4.45142,11.2059
-3.42896,23.9786
-7.66144,10.9686
3.6781,11.4181
3.64716,11.3195
-4.72116,7.59138
4.97278,13.4847
-4.91226,7.8403
-5.17264,7.25365
3.401,10.2804
3.30884,11.9367
10.9586,0.794584
4.97278,13.4847
-4.63464,5.1303
-3.56213,24.6607
-7.11078,-9.90749
-1.59021,-0.466995
-4.15976,6.3799
-2.12866,-0.740997
-1.94147,-2.62576
-12.2041,-5.27878
9.13092,0.550442
-5.82748,-17.9037
0.353271,3.37671
-8.47351,11.7378
-5.41241,-10.4723
-4.31555,6.09924
1.86462,10.3704
17.933,6.70702
-4.61456,6.63129
3.54993,11.1158
2.54523,11.234
-12.5692,-6.6293
-4.85043,6.9425
3.99792,10.9447
1.06796,-6.54723
0.107727,37.3874
7.15936,-17.5963
-1.32507,-1.64113
3.26624,11.4662
-9.9227,-17.9999
-5.29767,6.66949
2.90735,12.4724
-1.41565,0.197372
-11.8773,-56.4806
-8.90485,-13.0496
-1.21472,-4.59698
-5.9342,7.54238
-11.4752,-2.16315
-6.04376,-18.8608
7.51248,-16.5259
-4.48334,9.76688
-5.85736,-18.1916
-6.73465,-18.6039
-0.125427,3.72998
-1.96588,6.39397
8.33246,-1.37869
-5.29221,6.92856
1.61429,16.6312
-7.55481,11.4782
-6.29868,-18.6465
-4.99811,6.90355
-4.61099,6.89383
0.781433,-5.76713
-6.5972,-19.3637
-11.7207,-73.7626
9.39563,4.12481
-2.5752,-1.53365
-3.30994,-6.80711
-6.13736,6.83519
-7.21902,-18.0588
-20.2044,-19.8104
-11.1236,-7.47528
-4.6102,6.47569
-0.872559,-3.25471
3.95856,11.3097
-5.84418,7.01335
4.46619,-9.08938
-20.3477,-19.6634
-4.01935,-15.6672
3.65204,10.9593
-7.57782,11.4871
-4.28989,9.31002
-4.62933,4.69816
12.5816,-28.8241
-1.83356,-0.931732
-8.90485,-13.0496
-4.6994,6.99265
12.6979,-29.1891
-0.158264,-29.3529
-8.57129,-11.4845
1.98999,9.23206
-8.82751,12.4176
6.72098,-16.8741
2.18555,0.37973
-11.7543,-6.90921
4.45575,11.1883
-6.01627,-1.9104
-5.57367,-2.61719
-9.99023,-19.5046
-5.77716,7.10113
-5.43353,1.17435
-4.79919,4.81476
-5.63745,-2.12231
-1.59625,-0.478256
-6.83994,-19.9459
-4.98544,7.29993
-12.5883,-14.266
46.0176,45.6613
3.27551,-0.471191
-6,-2.45613
-11.2028,-12.5095
-5.06827,6.18402
-6.4386,-2.1763
-4.71777,5.15894
-5.00159,-17.9706
-9.9227,-17.9999
-5.4931,-17.5804
0.776123,1.57315
-5.68472,7.38672
1.10138,1.26306
-1.36835,-1.00854
-4.78354,7.25916
-1.99286,-0.235519
1.42023,0.0727234
-0.268555,2.20928
-5.44269,6.8691
-0.985229,5.29755
-9.71167,-10.3123
-5.80472,-18.1544
-8.30853,12.6951
-9.34021,-10.024
-1.78656,-3.11195
-6.83716,-13.6295
-0.935242,5.86325
1.97137,6.99658
-3.71631,27.0758
7.19128,-17.601
-14.7488,-15.8894
-7.12149,-18.318
-4.59134,7.76935
-2.06989,-0.786514
7.09677,-18.0034
-1.60754,-0.821121
-5.30865,-17.7827
-6.29208,-18.0255
-5.37341,6.3489
-4.91873,7.01224
6.88675,-17.7147
-5.17261,7.57616
0.650879,3.27187
-3.78778,-2.61362
-0.552979,-7.29849
-4.89182,6.05599
-8.06012,12.3016
-6.245,-1.14703
-5.79498,-2.21866
-5.22409,7.34667
-5.1521,-9.38663
-6.51425,-17.8529
-6.45126,-19.1204
-6.74753,-19.1927
-1.70026,-0.0996857
-11.3155,-7.27809
12.6467,-29.2161
-13.2585,1.4863
-0.646545,2.63031
-1.69232,0.246445
7.15808,-17.5945
11.6109,-28.8535
-6.677,6.91449
-0.215454,-0.542572
-6.40494,-20.0754
4.22546,-8.7135
-7.13733,1.63866
-6.82764,-2.63306
9.94934,8.98425
-7.09296,-6.91562
-1.5235,-23.0327
-0.108276,3.76215
12.5149,-29.3681
16.9977,-16.0104
4.26166,11.3504
-1.05798,-3.07251
-5.20938,7.29675
-1.64874,-1.27118
24.368,-25.4077
-8.35193,11.2147
-4.84381,5.52435
8.67166,16.0046
-6.53821,-18.2661
-4.96768,6.65765
-4.93021,6.71945
-7.6864,11.4923
-4.71985,-13.7788
-5.26111,6.67885
7.15396,-17.6125
-11.2435,-6.86401
3.88776,11.0977
-0.112305,5.18076
-11.2975,-7.25499
1.9715,6.99648
-8.32877,-48.5509
5.46948,-3.99777
1.87952,0.721619
3.69049,11.4081
-0.985779,5.25943
0.74762,1.87308
5.9151,-5.26424
6.50983,-5.37413
-11.1069,-6.8951
-12.9191,-5.5666
-5.12051,5.97742
7.39572,-16.7067
-4.49866,5.9983
-8.31989,12.4971
-2.38574,-0.678391
-1.15619,-1.05933
-1.51465,-1.27861
-6.42908,14.9866
7.13486,-17.9458
17.9725,-36.1376
-1.66113,-0.14267
-5.62677,4.2601
-4.78491,5.06437
-4.78491,5.06436
-7.63385,-6.19214
-4.823,-18.179
0.353699,5.18729
-6.00745,-22.1679
0.513794,2.31854
-0.380798,1.9592
-7.13806,-18.5503
1.02472,5.18835
-1.0769,-1.67264
-5.67343,-17.853
-5.16943,6.66827
-1.1778,-0.518738
-5.61273,4.34453
-4.88205,5.6999
-0.95874,-1.2836
5.88031,-0.388824
-1.54675,8.29581
-11.1042,-0.126923
-5.15222,7.45739
-4.82617,6.65468
5.95038,17.6722
-1.23627,1.29144
-8.11993,12.2994
3.41791,10.6472
4.43787,11.0119
-1.48199,-12.213
11.3345,6.77151
5.70282,17.9624
0.12677,5.23071
-7.64322,-18.2299
-4.67004,-16.6567
0.287415,2.38309
-7.91125,10.8255
-5.13232,6.68904
-3.92792,-15.8124
-1.20764,0.412933
-1.67804,-0.196548
-7.25317,-18.9644
-4.38666,6.76787
-0.787659,1.84702
-11.7761,-7.75246
-6.95941,-5.44763
-0.35498,5.25299
-5.94943,-16.546
-5.02838,6.28003
-7.61981,11.1349
-3.07663,-14.4132
-7.91406,12.3766
-21.749,7.93822
-0.10498,-4.29346
1.49194,0.736267
-4.93927,6.53028
-5.952,-1.94641
5.40747,0.289577
-1.21472,0.894257
-7.88794,12.3993
-0.890259,-28.8369
-1.77225,34.2307
6.87775,-17.8151
-6.48859,-19.058
4.48242,11.3564
-14.1551,7.77182
-0.140991,3.71793
-3.01196,27.8427
-0.0358276,2.17963
1.86584,0.522644
-6.28763,-18.9888
2.62604,-8.36646
0.754333,1.86786
39.9575,-30.8147
-0.568542,-0.373474
-1.65314,-2.73041
-1.64368,-0.617813
-14.2211,-29.7889
-1.99017,-0.25383
-7.06732,0.403992
-7.44604,-8.00768
-0.426636,-0.987427
0.320374,-4.48639
-0.380798,5.23032
7.54306,-15.5315
28.7659,-7.55905
2.97034,10.2611
-5.52505,-17.9568
0.751343,-8.87175
-7.08899,-18.7666
0.60437,-5.15311
-5.66559,6.56645
-8.48358,-10.1957
0.353027,5.18768
1.10339,-0.383942
-6.88416,-17.8099
-0.581055,-0.782776
-1.54071,6.51293
-7.68097,-7.64149
0.776917,1.57199
41.3018,40.226
-3.05273,0.213928
11.6628,48.9984
12.7368,-25.1042
-4.6752,6.27543
2.23132,3.08911
-6.79791,18.2303
-6.30115,-9.89458
-8.77698,-9.96367
3.32349,0.0126343
-4.17984,9.37508
-1.17792,-0.0700378
-6.30023,-3.11093
-0.965454,0.0801697
4.95764,2.60095
0.243469,-5.4884
-4.69412,6.20323
-0.82074,-0.321838
-0.87561,7.24768
-5.0733,-1.73849
-9.9057,-3.47412
-1.88849,-0.970596
-11.1992,-8.25236
-5.47485,-11.4162
-8.82794,-13.538
-0.947083,0.688965
-3.43979,-15.9242
0.985474,3.5087
4.26678,-8.69534
0.500488,2.99454
-4.61978,9.64716
1.47504,-0.0822754
-0.639832,-0.694916
4.78766,-0.733887
-0.0984497,5.1803
12.513,-28.1819
-0.0528564,4.05017
-6.26489,-2.82712
-11.3901,-7.83385
23.6853,13.3342
0.574951,0.662048
-0.512146,7.23108
1.74194,-3.27835
2.42859,-1.91803
-0.630585,7.21185
-1.16937,-0.3349
2.18555,0.37973
-6.42026,-17.7498
0.717651,5.03433
1.34045,4.47443
14.3849,24.8103
1.84631,-8.00586
-5.93759,6.5369
1.27795,-0.0147095
-9.23053,-16.8079
-0.377075,3.84283
-4.05566,-8.80063
-4.02441,-3.65175
-6.59058,-13.3665
-5.2525,-2.76518
0.228394,4.83661
-0.388184,-0.297699
-7.68402,-10.4254
-8.83777,12.2131
1.36664,0.254242
3.03589,-0.2052
-1.17474,-0.016861
-6.00797,-18.7803
-5.46356,5.95348
-4.28989,9.30987
-7.66095,10.9697
-9.9057,-3.47412
-6.86456,-15.3619
-0.81665,-0.715485
0.0912476,-5.23311
-1.94147,-2.62576
-11.924,-13.2142
-6.98862,-2.21393
-0.0507202,-0.360687
1.61853,0.407318
0.250549,-0.618347
-4.88022,6.74833
-0.215637,-0.542511
-3.07584,-14.4131
-1.6438,-6.14362
-5.94446,6.68907
28.0699,-29.9637
0.696106,-0.123596
-7.2395,-19.5588
-5.34985,-17.8107
1.37744,4.22495
-5.90909,7.45512
-14.2087,-16.1848
-11.1266,-7.43723
-0.841003,-0.477905
4.95837,-4.21689
-3.55322,-2.88046
-2.27228,-15.8729
-1.16901,-0.336273
